Id;Marker;X;Y;Z
0;0;0.0000000000000000e+00;0;1.2247450000000000e+00
1;0;1.1547010000000000e+00;0;4.0824830000000001e-01
2;0;-5.7735029999999998e-01;1;4.0824830000000001e-01
3;0;-5.7735029999999998e-01;-1;4.0824830000000001e-01
4;0;5.7735029999999998e-01;1;-4.0824830000000001e-01
5;0;5.7735029999999998e-01;-1;-4.0824830000000001e-01
6;0;-1.1547010000000000e+00;0;-4.0824830000000001e-01
7;0;0.0000000000000000e+00;0;-1.2247450000000000e+00
