Id;NumVertices;Vertices;NumEdges;Edges
0;3;0;1;2;3;0;4;1
1;3;0;2;3;3;1;7;2
2;3;0;3;4;3;2;9;3
3;3;0;4;1;3;3;5;0
4;3;1;4;5;3;5;11;6
5;3;1;5;2;3;6;8;4
6;3;2;5;3;3;8;10;7
7;3;3;5;4;3;10;11;9
