Id;NumVertices;Vertices;NumEdges;Edges
0;3;0;1;2;3;0;5;1
1;3;0;2;3;3;1;9;2
2;3;0;3;4;3;2;12;3
3;3;0;4;5;3;3;15;4
4;3;0;5;1;3;4;6;0
5;3;1;5;7;3;6;18;8
6;3;1;7;6;3;8;20;7
7;3;1;6;2;3;7;10;5
8;3;2;6;8;3;10;21;11
9;3;2;8;3;3;11;13;9
10;3;3;8;9;3;13;25;14
11;3;3;9;4;3;14;16;12
12;3;4;9;10;3;16;27;17
13;3;4;10;5;3;17;19;15
14;3;5;10;7;3;19;23;18
15;3;6;7;11;3;20;24;22
16;3;6;11;8;3;22;26;21
17;3;7;10;11;3;23;29;24
18;3;8;11;9;3;26;28;25
19;3;9;11;10;3;28;29;27
