Id;Marker;X;Y;Z
0;0;0.0000000000000000e+00;0.0000000000000000e+00;1.4142140000000001e+00
1;0;1.4142140000000001e+00;0.0000000000000000e+00;0.0000000000000000e+00
2;0;0.0000000000000000e+00;1.4142140000000001e+00;0.0000000000000000e+00
3;0;-1.4142140000000001e+00;0.0000000000000000e+00;0.0000000000000000e+00
4;0;0.0000000000000000e+00;-1.4142140000000001e+00;0.0000000000000000e+00
5;0;0.0000000000000000e+00;0.0000000000000000e+00;-1.4142140000000001e+00
